run_id,date,session,runtime_utc,symbol,run_status,spot,gamma_flip,raw_flip,gamma_regime,net_gex,gex_percentile,atr_1d,net_vanna,vanna_percentile,vanna_regime,basic_mnav,ev_mnav,mnav_discount,btc_per_share_basic,btc_per_share_diluted,btc_holdings,btc_yield_ytd,nav_per_share,btc_nav,avg_cost_per_btc,total_shares,diluted_shares,cash_balance,debt_outstanding,current_iv,iv_rank,iv_percentile,iv_rank_method,iv_regime,iv_band,iv_skew_25d,put_call_oi_ratio,btc_price,btc_weekly_rsi,btc_mvrv,btc_realized_price,btc_cycle_zone,btc_taker_buy_sell_ratio,btc_funding_rate,btc_liq_total_usd,btc_liq_long_pct,btc_fear_greed,btc_gex_secondary_confirm,btc_mvrv_zscore,btc_pi_cycle_signal,btc_puell_multiple,btc_nupl,btc_reserve_risk,asst_drawdown_90d,asst_90d_high,risk_zone,market_closed,action_banner,csp_allowed,leap_add_allowed,leap_add_size,pmcc_allowed,pmcc_status,csp_band_low,csp_band_high,leap_core_band_low,leap_core_band_high,csp_delta_to_band,csp_magnet_proximity,csp_count,csp_top_strike,csp_top_expiry,csp_top_dte,csp_top_mid,csp_top_eff_basis,leap_core_count,leap_mid_count,leap_tail_count,leap_core_strikes,leap_mid_strikes,leap_tail_strikes,sata_price,sata_volume,sata_options_oi,asst_volume,asst_market_cap,leap_entry_percentile,leap_entry_score,pos_magnets,neg_magnets,notes,gamma_family,iv_band_label,cohort_id,cohort_id_v,data_health_flags,schema_version,fwd5,max_dd_5d,rv_5d,fwd10,max_dd_10d,rv_10d,fwd21,max_dd_21d,rv_21d,fwd63,max_dd_63d,rv_63d
60,2026-04-02,MID,2026-04-02T16:15:28.986104+00:00,ASST,ok,9.600000381469727,9.7989,9.7989,neutral,146514.74550089976,26.67,0.9137856619698661,,,,0.7369006846085742,,,,,13627.9,13.76496830241841,13.167038927578034,910616414.2789999,104367.15832041879,69158785,96907378,134100000.0,10000000.0,110.1,3.2,8.6,RV,CHEAP_VOL,0,,,66930.3203125,,,,UNKNOWN,,,,,,,0.4892,0,0.6866,0.1986,0.0005673301,,,,0,WATCH,OFF,ALLOWED,FULL_PLUS,OFF,PROHIBITED,9.342,10.7127,7.5144,9.342,,,0,,,,,,1,1,0,[8.0],[10.0],[],97.58000183105469,51606,41,1550931,663578560.0,0.0,2.0,"[{""strike"": 11.0, ""net_gex"": 26772.854022330517}, {""strike"": 10.0, ""net_gex"": 26293.802413876703}, {""strike"": 20.0, ""net_gex"": 24864.126428743883}, {""strike"": 15.0, ""net_gex"": 21572.06815499301}, {""strike"": 10.5, ""net_gex"": 16500.952347425635}]",[],"[""Regime neutral; spot 9.60, flip 9.80, ATR1d 0.9137856619698661."", ""CSP income band: [9.34, 10.71]."", ""LEAP convexity band: [7.51, 9.34]."", ""Positive GEX magnets: 11.0 (GEX 2.7e+04), 10.0 (GEX 2.6e+04), 20.0 (GEX 2.5e+04), 15.0 (GEX 2.2e+04), 10.5 (GEX 1.7e+04)"", ""CSP: no gamma-aligned candidates today."", ""LEAP core strikes: [8.0]."", ""LEAP mid strikes: [10.0]."", ""GEX CONVENTION: ASST 95%+ call OI from speculative buying. Standard equity GEX tools may understate dealer short-gamma."", ""PMCC PROHIBITED: neutral regime. Do not sell calls against LEAPs \u2014 gamma squeeze risk."", ""CSP management: exit at 50% profit OR 21 DTE, whichever first. DTE window: 45-60 (IV regime: CHEAP_VOL)."", ""LEAP entry score: 2.0/3.0 (gamma=0, vega=1.0, mNAV=1.0)."", ""Flip migration: +0.0892 vs yesterday."", ""Flip migration: +0.2838 vs 5-day."", ""LEAP entry percentile: 0.0% \u2014 above band (not in zone).""]",NEUTRAL,EXTREME_CHEAP,UNKNOWN|EXTREME_CHEAP|NEUTRAL,1.5,btc_weekly_rsi;btc_mvrv;btc_realized_price;btc_taker_buy_sell_ratio;btc_funding_rate;net_vanna;vanna_percentile;ev_mnav;mnav_discount;btc_per_share_basic,1.5,,,,,,,,,,,,
61,2026-04-02,PM,2026-04-02T19:37:03.201799+00:00,ASST,ok,9.789999961853027,9.7531,9.7073,neutral,163901.91359277695,36.67,0.9137856619698661,,,,0.7406417530745831,,,,,13627.9,13.76496830241841,13.204764596919972,913225475.7340001,104367.15832041879,69158785,96907378,134100000.0,10000000.0,110.1,3.2,8.6,RV,CHEAP_VOL,0,,,66926.46875,,,,UNKNOWN,,,,,,,0.4892,0,0.6866,0.1986,0.0005673301,,,,0,WATCH,OFF,ALLOWED,FULL_PLUS,OFF,PROHIBITED,9.2962,10.6669,7.4686,9.2962,,,0,,,,,,1,1,0,[8.0],[10.0],[],97.30999755859375,75729,41,2121001,677064512.0,0.0,2.0,"[{""strike"": 11.0, ""net_gex"": 30091.362133674633}, {""strike"": 10.0, ""net_gex"": 28590.740791902394}, {""strike"": 20.0, ""net_gex"": 25329.366656164864}, {""strike"": 15.0, ""net_gex"": 22239.780060562178}, {""strike"": 10.5, ""net_gex"": 18713.27923072122}]",[],"[""Regime neutral; spot 9.79, flip 9.75, ATR1d 0.9137856619698661."", ""CSP income band: [9.30, 10.67]."", ""LEAP convexity band: [7.47, 9.30]."", ""Positive GEX magnets: 11.0 (GEX 3.0e+04), 10.0 (GEX 2.9e+04), 20.0 (GEX 2.5e+04), 15.0 (GEX 2.2e+04), 10.5 (GEX 1.9e+04)"", ""CSP: no gamma-aligned candidates today."", ""LEAP core strikes: [8.0]."", ""LEAP mid strikes: [10.0]."", ""GEX CONVENTION: ASST 95%+ call OI from speculative buying. Standard equity GEX tools may understate dealer short-gamma."", ""PMCC PROHIBITED: neutral regime. Do not sell calls against LEAPs \u2014 gamma squeeze risk."", ""CSP management: exit at 50% profit OR 21 DTE, whichever first. DTE window: 45-60 (IV regime: CHEAP_VOL)."", ""LEAP entry score: 2.0/3.0 (gamma=0, vega=1.0, mNAV=1.0)."", ""Flip migration: -0.1084 vs yesterday."", ""Flip migration: +0.0000 vs 5-day."", ""LEAP entry percentile: 0.0% \u2014 above band (not in zone).""]",NEUTRAL,EXTREME_CHEAP,UNKNOWN|EXTREME_CHEAP|NEUTRAL,1.5,btc_weekly_rsi;btc_mvrv;btc_realized_price;btc_taker_buy_sell_ratio;btc_funding_rate;net_vanna;vanna_percentile;ev_mnav;mnav_discount;btc_per_share_basic,1.5,0.08580185453125355,-0.08881468469387932,1.3013064142257573,0.39427988285879034,-0.08881468469387932,1.0082002632005398,0.6618999043305873,-0.14598321342925658,0.9140439230346155,,,
65,2026-04-06,AM,2026-04-06T14:04:53.098947+00:00,ASST,ok,10.300000190734863,9.9245,10.0959,neutral,210902.88321033277,70.0,0.856785637991769,,,,,1.067,,,,13740.9,14.627846912420756,13.792393988312435,954559436.8319999,104072.83679197398,69209119,96957712,137400000.0,10000000.0,110.1,3.2,8.6,RV,CHEAP_VOL,0,,,69344.234375,27.3,1.2871,51414.05624176711,RECOVERY,,,,,,,0.5184,0,0.6323,0.2218,0.0005830271,-0.5672,23.8,RED,0,BUILD: LEAP ONLY,OFF,ALLOWED,FULL,OFF,PROHIBITED,9.4961,10.7813,7.7825,9.4961,,,0,,,,,,1,1,0,[8.0],[10.0],[],97.55000305175781,15651,60,735221,712335488.0,0.0,2.0,"[{""strike"": 10.5, ""net_gex"": 76398.8761750979}, {""strike"": 11.0, ""net_gex"": 34711.112776056216}, {""strike"": 20.0, ""net_gex"": 27324.106968233886}, {""strike"": 15.0, ""net_gex"": 24194.03861221378}, {""strike"": 11.5, ""net_gex"": 15081.57068942693}]",[],"[""Regime neutral; spot 10.30, flip 9.92, ATR1d 0.856785637991769."", ""CSP income band: [9.50, 10.78]."", ""LEAP convexity band: [7.78, 9.50]."", ""Positive GEX magnets: 10.5 (GEX 7.6e+04), 11.0 (GEX 3.5e+04), 20.0 (GEX 2.7e+04), 15.0 (GEX 2.4e+04), 11.5 (GEX 1.5e+04)"", ""CSP: no gamma-aligned candidates today."", ""LEAP core strikes: [8.0]."", ""LEAP mid strikes: [10.0]."", ""GEX CONVENTION: ASST 95%+ call OI from speculative buying. Standard equity GEX tools may understate dealer short-gamma."", ""PMCC PROHIBITED: neutral regime. Do not sell calls against LEAPs \u2014 gamma squeeze risk."", ""CSP management: exit at 50% profit OR 21 DTE, whichever first. DTE window: 45-60 (IV regime: CHEAP_VOL)."", ""LEAP entry score: 2.0/3.0 (gamma=0, vega=1.0, mNAV=1.0)."", ""Risk zone: RED (drawdown=-56.7%, RSI=27.3, MVRV=1.29)."", ""Monthly allocation: Red \u2192 CSP moratorium. 100% to SATA. Deploy buffer to LEAPs on confirmed deep signal."", ""Flip migration: +0.3887 vs yesterday."", ""Flip migration: +0.4362 vs 5-day."", ""LEAP entry percentile: 0.0% \u2014 above band (not in zone).""]",NEUTRAL,EXTREME_CHEAP,RECOVERY|EXTREME_CHEAP|NEUTRAL,1.5,btc_taker_buy_sell_ratio;btc_funding_rate;net_vanna;vanna_percentile;basic_mnav;mnav_discount;btc_per_share_basic,1.5,,,,,,,,,,,,
66,2026-04-06,MID,2026-04-06T16:10:08.327081+00:00,ASST,ok,10.34000015258789,9.9955,10.0665,neutral,221813.44863380602,80.0,0.856785637991769,,,,,1.067,,,,13740.9,14.627846912420756,13.846941350286514,958334611.698,104072.83679197398,69209119,96957712,137400000.0,10000000.0,110.1,3.2,8.6,RV,CHEAP_VOL,0,,,69933.859375,28.2,1.2871,51414.05624176711,RECOVERY,,,,,,,0.5184,0,0.6323,0.2218,0.0005830271,-0.5655,23.8,RED,0,BUILD: LEAP ONLY,OFF,ALLOWED,FULL,OFF,PROHIBITED,9.5671,10.8523,7.8535,9.5671,,,0,,,,,,1,1,0,[8.0],[10.0],[],97.70999908447266,55924,60,1342959,715101824.0,0.0,2.0,"[{""strike"": 10.5, ""net_gex"": 80264.43934326389}, {""strike"": 11.0, ""net_gex"": 36760.10464594404}, {""strike"": 20.0, ""net_gex"": 27359.25953429643}, {""strike"": 15.0, ""net_gex"": 24243.43237735369}, {""strike"": 11.5, ""net_gex"": 15720.03590604632}]",[],"[""Regime neutral; spot 10.34, flip 10.00, ATR1d 0.856785637991769."", ""CSP income band: [9.57, 10.85]."", ""LEAP convexity band: [7.85, 9.57]."", ""Positive GEX magnets: 10.5 (GEX 8.0e+04), 11.0 (GEX 3.7e+04), 20.0 (GEX 2.7e+04), 15.0 (GEX 2.4e+04), 11.5 (GEX 1.6e+04)"", ""CSP: no gamma-aligned candidates today."", ""LEAP core strikes: [8.0]."", ""LEAP mid strikes: [10.0]."", ""GEX CONVENTION: ASST 95%+ call OI from speculative buying. Standard equity GEX tools may understate dealer short-gamma."", ""PMCC PROHIBITED: neutral regime. Do not sell calls against LEAPs \u2014 gamma squeeze risk."", ""CSP management: exit at 50% profit OR 21 DTE, whichever first. DTE window: 45-60 (IV regime: CHEAP_VOL)."", ""LEAP entry score: 2.0/3.0 (gamma=0, vega=1.0, mNAV=1.0)."", ""Risk zone: RED (drawdown=-56.5%, RSI=28.2, MVRV=1.29)."", ""Monthly allocation: Red \u2192 CSP moratorium. 100% to SATA. Deploy buffer to LEAPs on confirmed deep signal."", ""Flip migration: -0.0294 vs yesterday."", ""Flip migration: +0.1500 vs 5-day."", ""LEAP entry percentile: 0.0% \u2014 above band (not in zone).""]",NEUTRAL,EXTREME_CHEAP,RECOVERY|EXTREME_CHEAP|NEUTRAL,1.5,btc_taker_buy_sell_ratio;btc_funding_rate;net_vanna;vanna_percentile;basic_mnav;mnav_discount;btc_per_share_basic,1.5,,,,,,,,,,,,
67,2026-04-06,PM,2026-04-06T19:31:05.153673+00:00,ASST,ok,10.157099723815918,10.0543,10.1131,neutral,199930.38123687246,63.33,0.856785637991769,,,,,1.0644,,,,13740.9,14.627846912420756,13.824722542400806,956796867.579,104072.83679197398,69209119,96957712,137400000.0,10000000.0,110.1,3.2,8.6,RV,CHEAP_VOL,0,,,69807.1015625,28.0,1.2871,51414.05624176711,RECOVERY,,,,,,,0.5184,0,0.6323,0.2218,0.0005830271,-0.5732,23.8,RED,0,BUILD: LEAP ONLY,OFF,ALLOWED,FULL,OFF,PROHIBITED,9.6259,10.9111,7.9123,9.6259,,,0,,,,,,1,1,1,[8.0],[10.0],[12.0],97.84300231933594,123840,60,1786742,702452672.0,0.0,2.0,"[{""strike"": 10.5, ""net_gex"": 76176.93767522929}, {""strike"": 11.0, ""net_gex"": 32876.63215507481}, {""strike"": 20.0, ""net_gex"": 26660.540954586708}, {""strike"": 15.0, ""net_gex"": 23220.779475757496}, {""strike"": 11.5, ""net_gex"": 14075.133824024391}]",[],"[""Regime neutral; spot 10.16, flip 10.05, ATR1d 0.856785637991769."", ""CSP income band: [9.63, 10.91]."", ""LEAP convexity band: [7.91, 9.63]."", ""Positive GEX magnets: 10.5 (GEX 7.6e+04), 11.0 (GEX 3.3e+04), 20.0 (GEX 2.7e+04), 15.0 (GEX 2.3e+04), 11.5 (GEX 1.4e+04)"", ""CSP: no gamma-aligned candidates today."", ""LEAP core strikes: [8.0]."", ""LEAP mid strikes: [10.0]."", ""LEAP tail strikes: [12.0]."", ""GEX CONVENTION: ASST 95%+ call OI from speculative buying. Standard equity GEX tools may understate dealer short-gamma."", ""PMCC PROHIBITED: neutral regime. Do not sell calls against LEAPs \u2014 gamma squeeze risk."", ""CSP management: exit at 50% profit OR 21 DTE, whichever first. DTE window: 45-60 (IV regime: CHEAP_VOL)."", ""LEAP entry score: 1.0/3.0 (gamma=0, vega=1.0, mNAV=0.0)."", ""Risk zone: RED (drawdown=-57.3%, RSI=28.0, MVRV=1.29)."", ""Monthly allocation: Red \u2192 CSP moratorium. 100% to SATA. Deploy buffer to LEAPs on confirmed deep signal."", ""Flip migration: +0.0467 vs yesterday."", ""Flip migration: +0.3868 vs 5-day."", ""LEAP entry percentile: 0.0% \u2014 above band (not in zone).""]",NEUTRAL,EXTREME_CHEAP,RECOVERY|EXTREME_CHEAP|NEUTRAL,1.5,btc_taker_buy_sell_ratio;btc_funding_rate;net_vanna;vanna_percentile;basic_mnav;mnav_discount;btc_per_share_basic,1.5,0.046558604669024284,-0.08881468469387932,1.2912462408220684,0.5033819116883906,-0.08881468469387932,1.083780341360142,0.6136496092058104,-0.14598321342925658,0.9146152553113981,,,
69,2026-04-07,AM,2026-04-07T14:07:55.821800+00:00,ASST,ok,9.329999923706055,10.2824,10.2824,short_gamma_weak,142665.0558748996,23.33,0.8635713032313755,,,,,1.0312,,,,13740.9,14.627846912420756,13.545711813048795,937486780.8089999,104072.83679197398,69209119,96957712,137400000.0,10000000.0,110.1,3.2,8.6,RV,CHEAP_VOL,0,,,68114.890625,26.3,1.285,51414.05624176711,RECOVERY,,,,,,,0.5154,0,0.6763,0.2548,0.0006084691,-0.608,23.8,RED,0,BUILD: CSP + LEAP,CONDITIONAL,ALLOWED,FULL,OFF,PROHIBITED,9.8506,11.146,8.1235,9.8506,,,0,,,,,,0,1,1,[],[10.0],[12.0],97.72000122070312,10207,65,464304,645251456.0,30.1,2.0,"[{""strike"": 10.5, ""net_gex"": 56511.59944106918}, {""strike"": 20.0, ""net_gex"": 26496.69650846936}, {""strike"": 11.0, ""net_gex"": 25513.229939786535}, {""strike"": 15.0, ""net_gex"": 21662.375425180988}]","[{""strike"": 8.5, ""net_gex"": -12578.72205326243}]","[""Regime neutral; spot 9.33, flip 10.28, ATR1d 0.8635713032313755."", ""CSP income band: [9.85, 11.15]."", ""LEAP convexity band: [8.12, 9.85]."", ""Positive GEX magnets: 10.5 (GEX 5.7e+04), 20.0 (GEX 2.6e+04), 11.0 (GEX 2.6e+04), 15.0 (GEX 2.2e+04)"", ""CSP: no gamma-aligned candidates today."", ""LEAP core: no strikes in band."", ""LEAP mid strikes: [10.0]."", ""LEAP tail strikes: [12.0]."", ""GEX CONVENTION: ASST 95%+ call OI from speculative buying. Standard equity GEX tools may understate dealer short-gamma."", ""PMCC PROHIBITED: neutral regime. Do not sell calls against LEAPs \u2014 gamma squeeze risk."", ""CSP management: exit at 50% profit OR 21 DTE, whichever first. DTE window: 45-60 (IV regime: CHEAP_VOL)."", ""LEAP entry score: 1.0/3.0 (gamma=0, vega=1.0, mNAV=0.0)."", ""Risk zone: RED (drawdown=-60.8%, RSI=26.3, MVRV=1.28)."", ""Monthly allocation: Red \u2192 CSP moratorium. 100% to SATA. Deploy buffer to LEAPs on confirmed deep signal."", ""Flip migration: +0.0444 vs yesterday."", ""Flip migration: +0.6660 vs 5-day."", ""LEAP entry percentile: 30.1% \u2014 30% attractiveness.""]",SHORT,EXTREME_CHEAP,RECOVERY|EXTREME_CHEAP|SHORT,1.5,btc_taker_buy_sell_ratio;btc_funding_rate;net_vanna;vanna_percentile;basic_mnav;mnav_discount;btc_per_share_basic,1.5,,,,,,,,,,,,
70,2026-04-07,MID,2026-04-07T16:09:02.980691+00:00,ASST,ok,9.199999809265137,10.3643,10.4462,short_gamma_weak,124651.57989270925,10.0,0.8857141903468541,,,,,1.0087,,,,13740.9,14.627846912420756,13.525188551757175,936066383.976,104072.83679197398,69209119,96957712,137400000.0,10000000.0,110.1,3.2,8.6,RV,CHEAP_VOL,0,,,68248.578125,26.3,1.285,51414.05624176711,RECOVERY,,,,,,,0.5154,0,0.6763,0.2548,0.0006084691,-0.6134,23.8,RED,0,BUILD: CSP + LEAP,CONDITIONAL,ALLOWED,FULL,OFF,PROHIBITED,9.9214,11.25,8.15,9.9214,,,0,,,,,,0,1,1,[],[10.0],[12.0],97.69999694824219,27247,65,1542971,636260800.0,40.7,2.0,"[{""strike"": 10.5, ""net_gex"": 49886.2349072719}, {""strike"": 20.0, ""net_gex"": 25471.791529644368}, {""strike"": 11.0, ""net_gex"": 22766.99447578573}, {""strike"": 15.0, ""net_gex"": 21429.30256460073}]","[{""strike"": 8.5, ""net_gex"": -13592.549575065692}]","[""Regime neutral; spot 9.20, flip 10.36, ATR1d 0.8857141903468541."", ""CSP income band: [9.92, 11.25]."", ""LEAP convexity band: [8.15, 9.92]."", ""Positive GEX magnets: 10.5 (GEX 5.0e+04), 20.0 (GEX 2.5e+04), 11.0 (GEX 2.3e+04), 15.0 (GEX 2.1e+04)"", ""CSP: no gamma-aligned candidates today."", ""LEAP core: no strikes in band."", ""LEAP mid strikes: [10.0]."", ""LEAP tail strikes: [12.0]."", ""GEX CONVENTION: ASST 95%+ call OI from speculative buying. Standard equity GEX tools may understate dealer short-gamma."", ""PMCC PROHIBITED: neutral regime. Do not sell calls against LEAPs \u2014 gamma squeeze risk."", ""CSP management: exit at 50% profit OR 21 DTE, whichever first. DTE window: 45-60 (IV regime: CHEAP_VOL)."", ""LEAP entry score: 1.0/3.0 (gamma=0, vega=1.0, mNAV=0.0)."", ""Risk zone: RED (drawdown=-61.3%, RSI=26.3, MVRV=1.28)."", ""Monthly allocation: Red \u2192 CSP moratorium. 100% to SATA. Deploy buffer to LEAPs on confirmed deep signal."", ""Flip migration: +0.0731 vs yesterday."", ""Flip migration: +0.3504 vs 5-day."", ""LEAP entry percentile: 40.7% \u2014 41% attractiveness.""]",SHORT,EXTREME_CHEAP,RECOVERY|EXTREME_CHEAP|SHORT,1.5,btc_taker_buy_sell_ratio;btc_funding_rate;net_vanna;vanna_percentile;basic_mnav;mnav_discount;btc_per_share_basic,1.5,,,,,,,,,,,,
71,2026-04-07,PM,2026-04-07T19:37:50.759207+00:00,ASST,ok,9.255000114440918,10.3612,10.3581,short_gamma_weak,139701.21099392665,20.0,0.8857141903468541,,,,,1.0107,,,,13740.9,14.627846912420756,13.607198209386251,941742200.1299999,104072.83679197398,69209119,96957712,137400000.0,10000000.0,110.1,3.2,8.6,RV,CHEAP_VOL,0,,,68489.4453125,26.5,1.285,51414.05624176711,RECOVERY,,,,,,,0.5154,0,0.6763,0.2548,0.0006084691,-0.6111,23.8,RED,0,BUILD: CSP + LEAP,CONDITIONAL,ALLOWED,FULL,OFF,PROHIBITED,9.9183,11.2469,8.1469,9.9183,,,0,,,,,,0,1,1,[],[10.0],[12.0],97.49500274658203,50534,65,2890365,640064576.0,37.4,2.0,"[{""strike"": 10.5, ""net_gex"": 54083.74718315643}, {""strike"": 20.0, ""net_gex"": 25165.334534236823}, {""strike"": 11.0, ""net_gex"": 24474.855406780956}, {""strike"": 15.0, ""net_gex"": 21701.045580156322}, {""strike"": 10.0, ""net_gex"": 13628.762085138571}]",[],"[""Regime neutral; spot 9.26, flip 10.36, ATR1d 0.8857141903468541."", ""CSP income band: [9.92, 11.25]."", ""LEAP convexity band: [8.15, 9.92]."", ""Positive GEX magnets: 10.5 (GEX 5.4e+04), 20.0 (GEX 2.5e+04), 11.0 (GEX 2.4e+04), 15.0 (GEX 2.2e+04), 10.0 (GEX 1.4e+04)"", ""CSP: no gamma-aligned candidates today."", ""LEAP core: no strikes in band."", ""LEAP mid strikes: [10.0]."", ""LEAP tail strikes: [12.0]."", ""GEX CONVENTION: ASST 95%+ call OI from speculative buying. Standard equity GEX tools may understate dealer short-gamma."", ""PMCC PROHIBITED: neutral regime. Do not sell calls against LEAPs \u2014 gamma squeeze risk."", ""CSP management: exit at 50% profit OR 21 DTE, whichever first. DTE window: 45-60 (IV regime: CHEAP_VOL)."", ""LEAP entry score: 1.0/3.0 (gamma=0, vega=1.0, mNAV=0.0)."", ""Risk zone: RED (drawdown=-61.1%, RSI=26.5, MVRV=1.28)."", ""Monthly allocation: Red \u2192 CSP moratorium. 100% to SATA. Deploy buffer to LEAPs on confirmed deep signal."", ""Flip migration: -0.0883 vs yesterday."", ""Flip migration: +0.2915 vs 5-day."", ""LEAP entry percentile: 37.4% \u2014 37% attractiveness.""]",SHORT,EXTREME_CHEAP,RECOVERY|EXTREME_CHEAP|SHORT,1.5,btc_taker_buy_sell_ratio;btc_funding_rate;net_vanna;vanna_percentile;basic_mnav;mnav_discount;btc_per_share_basic,1.5,0.2512155354420098,-0.040918241752050055,0.9885160639596341,0.6726093796418204,-0.040918241752050055,0.8137449582286748,0.7709238030614647,-0.14598321342925658,0.8178819043227792,,,
72,2026-04-08,AM,2026-04-08T14:08:00.243468+00:00,ASST,ok,9.960000038146973,10.2738,10.2738,neutral,213965.6717298187,73.33,0.885356971195766,,,,0.7016,1.0164,,,,13740.9,14.627846912420756,14.224351359204558,984454825.917,104072.83679197398,69209119,96957712,137400000.0,10000000.0,110.1,3.2,8.6,RV,CHEAP_VOL,0,,,71602.6015625,30.5,1.342,51414.05624176711,RECOVERY,,,,,,,0.6184,0,0.7544,0.246,0.0006011132,-0.5815,23.8,RED,0,BUILD: LEAP ONLY,OFF,ALLOWED,FULL_PLUS,OFF,PROHIBITED,9.8311,11.1592,8.0604,9.8311,,,0,,,,,,0,1,1,[],[10.0],[12.0],97.97000122070312,12251,85,933940,689322816.0,0.0,2.0,"[{""strike"": 10.5, ""net_gex"": 90954.07507355204}, {""strike"": 11.0, ""net_gex"": 33626.14002612432}, {""strike"": 20.0, ""net_gex"": 29423.74109317232}, {""strike"": 15.0, ""net_gex"": 23890.750523494524}, {""strike"": 10.0, ""net_gex"": 20112.22133727647}]",[],"[""Regime neutral; spot 9.96, flip 10.27, ATR1d 0.885356971195766."", ""CSP income band: [9.83, 11.16]."", ""LEAP convexity band: [8.06, 9.83]."", ""Positive GEX magnets: 10.5 (GEX 9.1e+04), 11.0 (GEX 3.4e+04), 20.0 (GEX 2.9e+04), 15.0 (GEX 2.4e+04), 10.0 (GEX 2.0e+04)"", ""CSP: no gamma-aligned candidates today."", ""LEAP core: no strikes in band."", ""LEAP mid strikes: [10.0]."", ""LEAP tail strikes: [12.0]."", ""GEX CONVENTION: ASST 95%+ call OI from speculative buying. Standard equity GEX tools may understate dealer short-gamma."", ""PMCC PROHIBITED: neutral regime. Do not sell calls against LEAPs \u2014 gamma squeeze risk."", ""CSP management: exit at 50% profit OR 21 DTE, whichever first. DTE window: 45-60 (IV regime: CHEAP_VOL)."", ""LEAP entry score: 2.0/3.0 (gamma=0, vega=1.0, mNAV=1.0)."", ""Risk zone: RED (drawdown=-58.1%, RSI=30.5, MVRV=1.34)."", ""Monthly allocation: Red \u2192 CSP moratorium. 100% to SATA. Deploy buffer to LEAPs on confirmed deep signal."", ""Flip migration: -0.1715 vs yesterday."", ""Flip migration: +0.0733 vs 5-day."", ""LEAP entry percentile: 0.0% \u2014 above band (not in zone).""]",NEUTRAL,EXTREME_CHEAP,RECOVERY|EXTREME_CHEAP|NEUTRAL,1.5,btc_taker_buy_sell_ratio;btc_funding_rate;net_vanna;vanna_percentile;mnav_discount;btc_per_share_basic,1.5,,,,,,,,,,,,
73,2026-04-08,MID,2026-04-08T16:08:47.755697+00:00,ASST,ok,10.229999542236328,10.181,10.0882,neutral,260685.19798217138,86.67,0.885356971195766,,,,0.7159,1.0322,,,,13740.9,14.627846912420756,14.158348137923847,979886801.121,104072.83679197398,69209119,96957712,137400000.0,10000000.0,110.1,3.2,8.6,RV,CHEAP_VOL,0,,,71385.125,30.2,1.342,51414.05624176711,RECOVERY,,,,,,,0.6184,0,0.7544,0.246,0.0006011132,-0.5702,23.8,RED,0,BUILD: LEAP ONLY,OFF,ALLOWED,FULL_PLUS,OFF,PROHIBITED,9.7383,11.0664,7.9676,9.7383,,,0,,,,,,1,1,1,[8.0],[10.0],[12.0],97.68499755859375,39404,85,1582305,708009280.0,0.0,2.0,"[{""strike"": 10.5, ""net_gex"": 106850.27626991148}, {""strike"": 11.0, ""net_gex"": 42412.6168017781}, {""strike"": 20.0, ""net_gex"": 30228.511663377147}, {""strike"": 15.0, ""net_gex"": 25430.865946913877}, {""strike"": 10.0, ""net_gex"": 21726.40811849291}]",[],"[""Regime neutral; spot 10.23, flip 10.18, ATR1d 0.885356971195766."", ""CSP income band: [9.74, 11.07]."", ""LEAP convexity band: [7.97, 9.74]."", ""Positive GEX magnets: 10.5 (GEX 1.1e+05), 11.0 (GEX 4.2e+04), 20.0 (GEX 3.0e+04), 15.0 (GEX 2.5e+04), 10.0 (GEX 2.2e+04)"", ""CSP: no gamma-aligned candidates today."", ""LEAP core strikes: [8.0]."", ""LEAP mid strikes: [10.0]."", ""LEAP tail strikes: [12.0]."", ""GEX CONVENTION: ASST 95%+ call OI from speculative buying. Standard equity GEX tools may understate dealer short-gamma."", ""PMCC PROHIBITED: neutral regime. Do not sell calls against LEAPs \u2014 gamma squeeze risk."", ""CSP management: exit at 50% profit OR 21 DTE, whichever first. DTE window: 45-60 (IV regime: CHEAP_VOL)."", ""LEAP entry score: 2.0/3.0 (gamma=0, vega=1.0, mNAV=1.0)."", ""Risk zone: RED (drawdown=-57.0%, RSI=30.2, MVRV=1.34)."", ""Monthly allocation: Red \u2192 CSP moratorium. 100% to SATA. Deploy buffer to LEAPs on confirmed deep signal."", ""Flip migration: -0.0983 vs yesterday."", ""Flip migration: -0.2406 vs 5-day."", ""LEAP entry percentile: 0.0% \u2014 above band (not in zone).""]",NEUTRAL,EXTREME_CHEAP,RECOVERY|EXTREME_CHEAP|NEUTRAL,1.5,btc_taker_buy_sell_ratio;btc_funding_rate;net_vanna;vanna_percentile;mnav_discount;btc_per_share_basic,1.5,,,,,,,,,,,,
